Time (s),Main Avg Current (A),Main Avg Power (W)
0.0268,0.6418,2.7559
0.0270,0.7123,3.0544
0.0272,0.761,3.2693
0.0274,0.767,3.2904
0.0276,0.8124,3.4887
0.0278,0.8858,3.7914
0.0280,0.9771,4.1917
0.0282,0.7278,3.1309
0.0284,0.6796,2.9181
0.0286,0.7487,3.2207
0.0288,0.6071,2.6144
0.0290,0.6358,2.7327
0.0292,0.7073,3.0399
0.0294,0.6548,2.8128
0.0296,0.6608,2.8399
0.0298,0.6239,2.6842
0.0300,0.6326,2.7175
0.0302,0.7624,3.2709
0.0304,0.8623,3.696
0.0306,0.9176,3.9384
0.0308,0.7837,3.3729
0.0310,0.6763,2.9056
0.0312,0.6834,2.9373
0.0314,0.6311,2.7113
0.0316,0.6286,2.703
0.0318,0.6302,2.7123
0.0320,0.6236,2.6826
0.0322,0.6285,2.705
0.0324,0.6224,2.6787
0.0326,0.6242,2.6877
0.0328,0.6103,2.629
0.0330,0.5123,2.208
0.0332,0.4951,2.1331
0.0334,0.4944,2.131
0.0336,0.4894,2.1093
0.0338,0.4919,2.1201
0.0340,0.4925,2.1227
0.0342,0.4901,2.1094
0.0344,0.5763,2.4805
0.0346,0.5675,2.4423
0.0348,0.5543,2.3878
0.0350,0.5455,2.3511
0.0352,0.537,2.3166
0.0354,0.5407,2.324
0.0356,0.7726,3.3022
0.0358,0.9978,4.2788
0.0360,0.8134,3.4846
0.0362,0.9195,3.9393
0.0364,0.7731,3.3213
0.0366,0.7618,3.2729
0.0368,0.7142,3.0784
0.0370,0.6971,2.9933
0.0372,0.7307,3.1477
0.0374,0.7208,3.0952
0.0376,0.7861,3.3785
0.0378,0.82,3.5195
0.0380,0.7794,3.3574
0.0382,0.6683,2.871
0.0384,0.7561,3.2572
0.0386,0.6657,2.8517
0.0388,0.799,3.4422
0.0390,0.6508,2.7906
0.0392,0.7873,3.3931
0.0394,0.7182,3.0854
0.0396,0.6456,2.7659
0.0398,0.858,3.6809
0.0400,0.763,3.2673
0.0402,0.8439,3.6185
0.0404,0.7971,3.4275
0.0406,0.6353,2.7332
0.0408,0.62,2.6659
0.0410,0.6227,2.6803
0.0412,0.5766,2.4827
0.0414,0.4931,2.1263
0.0416,0.4861,2.0934
0.0418,0.5973,2.5696
0.0420,0.6275,2.7009
0.0422,0.6128,2.6362
0.0424,0.613,2.6397
0.0426,0.6342,2.7235
0.0428,0.7164,3.0776
0.0430,0.7455,3.1998
0.0432,0.7783,3.3435
0.0434,0.7557,3.2421
0.0436,0.8272,3.547
0.0438,0.7804,3.3543
0.0440,0.7074,3.039
0.0442,0.712,3.0614
0.0444,0.6298,2.7095
0.0446,0.6241,2.6884
0.0448,0.6244,2.6875
0.0450,0.6941,2.9846
0.0452,0.7281,3.1281
0.0454,0.7142,3.0684
0.0456,0.7148,3.0709
0.0458,0.7713,3.3105
0.0460,0.7995,3.433
0.0462,0.7859,3.3764
0.0464,0.7556,3.2491
0.0466,0.7344,3.1549
0.0468,0.791,3.3886
0.0470,0.9222,3.9524
0.0472,0.8702,3.7334
0.0474,0.8431,3.6137
0.0476,0.8791,3.7644
0.0478,0.9689,4.1548
0.0480,0.8911,3.8282
0.0482,0.7665,3.296
0.0484,0.7479,3.2146
0.0486,0.7424,3.1894
0.0488,0.7483,3.2162
0.0490,0.7418,3.1868
0.0492,0.7461,3.2054
0.0494,0.7433,3.196
0.0496,0.6919,2.9808
0.0498,0.6176,2.6593
0.0500,0.6139,2.6433
0.0502,0.6106,2.6281
0.0504,0.6169,2.6537
0.0506,0.6149,2.6455
0.0508,0.6113,2.6312
0.0510,0.6905,2.965
0.0512,0.8485,3.6403
0.0514,0.7961,3.4218
0.0516,0.7393,3.1805
0.0518,0.6646,2.863
0.0520,0.6061,2.6049
0.0522,0.7513,3.214
0.0524,0.9962,4.2735
0.0526,0.7688,3.292
0.0528,0.9343,4.0081
0.0530,0.7746,3.3182
0.0532,0.9272,3.9777
0.0534,0.7512,3.218
0.0536,0.9091,3.9001
0.0538,0.7568,3.2406
0.0540,0.9357,4.0161
0.0542,0.7708,3.2992
0.0544,1.053,4.5111
0.0546,0.8255,3.5382
0.0548,0.9009,3.8669
0.0550,0.7555,3.2426
0.0552,0.9165,3.9356
0.0554,0.7892,3.3888
0.0556,0.8832,3.7907
0.0558,0.7989,3.4241
0.0560,0.872,3.7516
0.0562,0.7789,3.3398
0.0564,0.9163,3.9364
0.0566,0.9237,3.961
0.0568,0.8591,3.6993
0.0570,0.6501,2.8018
0.0572,0.5962,2.5698
0.0574,0.5916,2.5496
0.0576,0.6301,2.708
0.0578,0.696,2.997
0.0580,0.6169,2.6562
0.0582,0.6147,2.6457
0.0584,0.6901,2.9689
0.0586,0.7295,3.1382
0.0588,0.7147,3.0747
0.0590,0.7401,3.1841
0.0592,0.7225,3.1053
0.0594,0.7851,3.3744
0.0596,0.8259,3.5463
0.0598,0.8421,3.6091
0.0600,0.9428,4.0427
0.0602,0.879,3.7727
0.0604,0.8407,3.6119
0.0606,0.8271,3.5548
0.0608,0.781,3.3569
0.0610,0.8358,3.5874
0.0612,0.8272,3.5603
0.0614,0.6491,2.7951
0.0616,0.6143,2.6454
0.0618,0.6095,2.6259
0.0620,0.6147,2.6494
0.0622,0.6127,2.6381
0.0624,0.704,3.0274
0.0626,0.7291,3.1352
0.0628,0.7332,3.1541
0.0630,0.7224,3.1063
0.0632,0.7117,3.0618
0.0634,0.7253,3.1187
0.0636,0.7985,3.4321
0.0638,0.8,3.4399
0.0640,0.7825,3.3677
0.0642,0.7267,3.1263
0.0644,0.7367,3.1676
0.0646,0.7409,3.1842
0.0648,0.7621,3.277
0.0650,0.7463,3.2104
0.0652,0.7467,3.211
0.0654,0.7834,3.3703
0.0656,0.781,3.3569
0.0658,0.8168,3.5056
0.0660,0.8623,3.7046
0.0662,0.8362,3.5923
0.0664,0.8325,3.5763
0.0666,0.7621,3.2815
0.0668,0.652,2.8062
0.0670,0.6543,2.8173
0.0672,0.628,2.7042
0.0674,0.6223,2.6819
0.0676,0.6327,2.7218
0.0678,0.7284,3.1335
0.0680,0.7188,3.0937
0.0682,0.7026,3.024
0.0684,0.6838,2.9471
0.0686,0.6525,2.803
0.0688,0.8225,3.5105
0.0690,1.1134,4.77
0.0692,0.8782,3.755
0.0694,1.0112,4.3399
0.0696,0.8544,3.6552
0.0698,0.9839,4.2309
0.0700,0.8641,3.6968
0.0702,1.0746,4.6121
0.0704,0.9599,4.1009
0.0706,1.1101,4.7689
0.0708,0.8442,3.6133
0.0710,1.0243,4.3985
0.0712,0.8513,3.6487
0.0714,0.9501,4.0817
0.0716,0.8469,3.6246
0.0718,1.083,4.6417
0.0720,0.9164,3.9223
0.0722,1.0691,4.5863
0.0724,0.8922,3.8257
0.0726,0.9029,3.8859
0.0728,0.8711,3.737
0.0730,0.9069,3.8799
0.0732,0.9994,4.2934
0.0734,0.8037,3.4623
0.0736,0.6524,2.8117
0.0738,0.6392,2.7548
0.0740,0.6419,2.7667
0.0742,0.6423,2.7631
0.0744,0.7772,3.345
0.0746,0.7531,3.2428
0.0748,0.7429,3.1959
0.0750,0.785,3.3739
0.0752,0.8326,3.5785
0.0754,0.8453,3.6314
0.0756,0.8085,3.4765
0.0758,0.7783,3.3419
0.0760,0.8362,3.594
0.0762,0.8608,3.6979
0.0764,0.8801,3.7791
0.0766,0.8698,3.7348
0.0768,0.9123,3.9158
0.0770,0.9499,4.075
0.0772,0.9406,4.0429
0.0774,0.8767,3.7629
0.0776,0.8923,3.8298
0.0778,0.8649,3.7258
0.0780,0.6772,2.9173
0.0782,0.6576,2.8331
0.0784,0.6576,2.8331
0.0786,0.6539,2.8171
0.0788,0.6568,2.8295
0.0790,0.7514,3.2326
0.0792,0.7752,3.3363
0.0794,0.7839,3.3739
0.0796,0.7672,3.3007
0.0798,0.7481,3.2166
0.0800,0.7689,3.3048
0.0802,0.8527,3.6651
0.0804,0.8153,3.5075
0.0806,0.76,3.2682
0.0808,0.7574,3.2568
0.0810,0.7887,3.3883
0.0812,0.8237,3.542
0.0814,0.7813,3.3626
0.0816,0.7815,3.3621
0.0818,0.7692,3.312
0.0820,0.7635,3.2877
0.0822,0.7591,3.2671
0.0824,0.755,3.248
0.0826,0.7503,3.2294
0.0828,0.7497,3.2223
0.0830,0.7437,3.2025
0.0832,0.6755,2.9087
0.0834,0.6625,2.8556
0.0836,0.6643,2.8607
0.0838,0.6687,2.8806
0.0840,0.6623,2.8532
0.0842,0.6639,2.8573
0.0844,0.7537,3.2409
0.0846,0.788,3.3915
0.0848,0.7217,3.1075
0.0850,0.7012,3.0262
0.0852,0.6717,2.8882
0.0854,0.8116,3.4721
0.0856,1.0815,4.6333
0.0858,0.8985,3.8422
0.0860,1.0344,4.448
0.0862,0.8777,3.76
0.0864,0.9892,4.2576
0.0866,0.8825,3.7894
0.0868,0.9592,4.1324
0.0870,0.8494,3.6439
0.0872,0.9689,4.1742
0.0874,0.8607,3.6957
0.0876,0.9608,4.1314
0.0878,0.9056,3.8851
0.0880,0.9406,4.0504
0.0882,0.8475,3.6305
0.0884,0.9591,4.1318
0.0886,0.8207,3.5225
0.0888,0.9511,4.0915
0.0890,0.9089,3.9027
0.0892,0.8189,3.5115
0.0894,0.9343,4.0156
0.0896,1.0165,4.3569
0.0898,1.0313,4.4367
0.0900,0.7674,3.3058
0.0902,0.678,2.9209
0.0904,0.6672,2.8731
0.0906,0.7236,3.1085
0.0908,0.8152,3.507
0.0910,0.8133,3.4988
0.0912,0.7841,3.3797
0.0914,0.663,2.8563
0.0916,0.7481,3.2181
0.0918,0.7874,3.3905
0.0920,0.7719,3.3208
0.0922,0.7692,3.3105
0.0924,0.7777,3.3409
0.0926,0.9108,3.9145
0.0928,0.9006,3.8671
0.0930,0.9495,4.0734
0.0932,0.9495,4.0791
0.0934,0.956,4.1012
0.0936,0.9909,4.2569
0.0938,0.8555,3.6769
0.0940,0.8572,3.6824
0.0942,0.8778,3.7728
0.0944,0.8732,3.755
0.0946,0.7666,3.3027
0.0948,0.6832,2.9445
0.0950,0.6903,2.9722
0.0952,0.6903,2.9722
0.0954,0.6909,2.972
0.0956,0.7925,3.4079
0.0958,0.8186,3.5231
0.0960,0.8406,3.6147
0.0962,0.8483,3.6494
0.0964,0.8544,3.6723
0.0966,0.8808,3.7804
0.0968,0.9607,4.1232
0.0970,0.9752,4.1855
0.0972,0.9747,4.1854
0.0974,0.9609,4.13
0.0976,0.8944,3.8368
0.0978,0.9451,4.0582
0.0980,0.8997,3.8635
0.0982,0.8565,3.6811
0.0984,0.8447,3.6289
0.0986,0.8583,3.6888
0.0988,0.8351,3.5943
0.0990,0.7955,3.424
0.0992,0.7792,3.3585
0.0994,0.7003,3.0184
0.0996,0.6708,2.8899
0.0998,0.6887,2.9683
0.1000,0.6876,2.9622
0.1002,0.6881,2.9671
0.1004,0.6799,2.9305
0.1006,0.672,2.8951
0.1008,0.6685,2.8774
0.1010,0.7502,3.2244
0.1012,0.7726,3.327
0.1014,0.7255,3.1226
0.1016,0.716,3.0875
0.1018,0.6748,2.907
0.1020,0.7983,3.4199
0.1022,1.0867,4.662
0.1024,0.9079,3.8858
0.1026,1.0144,4.3659
0.1028,0.8726,3.7454
0.1030,0.9571,4.1211
0.1032,0.9128,3.9178
0.1034,0.9316,4.0135
0.1036,0.9204,3.9521
0.1038,0.9477,4.0828
0.1040,0.9546,4.0969
0.1042,0.9183,3.9415
0.1044,1.0267,4.4047
0.1046,0.9264,3.9871
0.1048,0.9379,4.0291
0.1050,0.9068,3.9066
0.1052,0.9143,3.924
0.1054,0.891,3.8242
0.1056,0.924,3.9731
0.1058,0.8368,3.5932
0.1060,0.902,3.8697
0.1062,1.0094,4.3261
0.1064,0.998,4.2932
0.1066,0.8067,3.4752
0.1068,0.7334,3.1596
0.1070,0.7259,3.1256
0.1072,0.7302,3.1442
0.1074,0.725,3.1234
0.1076,0.754,3.2394
0.1078,0.8324,3.5858
0.1080,0.719,3.0947
0.1082,0.7888,3.3919
0.1084,0.7911,3.4033
0.1086,0.7695,3.312
0.1088,0.7779,3.3497
0.1090,0.8014,3.4477
0.1092,0.8896,3.8233
0.1094,0.8744,3.7584
0.1096,0.8864,3.8064
0.1098,0.9135,3.9246
0.1100,0.9011,3.8674
0.1102,0.9615,4.1229
0.1104,1.0209,4.3836
0.1106,0.8888,3.8202
0.1108,0.8513,3.6572
0.1110,0.9153,3.9305
0.1112,0.847,3.6454
0.1114,0.7245,3.1228
0.1116,0.6696,2.8874
0.1118,0.6661,2.8711
0.1120,0.6759,2.9103
0.1122,0.7686,3.3063
0.1124,0.7888,3.3951
0.1126,0.7995,3.4426
0.1128,0.7838,3.3766
0.1130,0.7812,3.3636
0.1132,0.7978,3.429
0.1134,0.8778,3.771
0.1136,0.8869,3.8084
0.1138,0.8777,3.7688
0.1140,0.8711,3.7474
0.1142,0.8032,3.4538
0.1144,0.8448,3.6344
0.1146,0.8437,3.6264
0.1148,0.8661,3.7258
0.1150,0.7991,3.4379
0.1152,0.799,3.4374
