Time (s),Main Avg Current (A),Main Avg Power (W)
0.0804,0.325,1.3995
0.0806,0.3121,1.3438
0.0808,0.308,1.3262
0.0810,0.3109,1.3398
0.0812,0.3016,1.2994
0.0814,0.3013,1.2973
0.0816,0.3116,1.3411
0.0818,0.3737,1.6077
0.0820,0.376,1.6205
0.0822,0.2647,1.1408
0.0824,0.2302,0.9901
0.0826,0.36,1.5482
0.0828,0.3773,1.6217
0.0830,0.4085,1.7565
0.0832,0.3879,1.6686
0.0834,0.3436,1.4789
0.0836,0.3275,1.4084
0.0838,0.3975,1.7099
0.0840,0.418,1.7973
0.0842,0.408,1.7537
0.0844,0.4189,1.8014
0.0846,0.4062,1.7475
0.0848,0.4093,1.7634
0.0850,0.3334,1.437
0.0852,0.3201,1.3784
0.0854,0.3208,1.3821
0.0856,0.3194,1.3753
0.0858,0.319,1.3737
0.0860,0.3274,1.4105
0.0862,0.3419,1.471
0.0864,0.34,1.4648
0.0866,0.331,1.4254
0.0868,0.3101,1.3367
0.0870,0.2405,1.0364
0.0872,0.2286,0.9852
0.0874,0.2251,0.9703
0.0876,0.2294,0.9884
0.0878,0.2308,0.9936
0.0880,0.2364,1.0188
0.0882,0.22,0.9476
0.0884,0.2072,0.8936
0.0886,0.2162,0.9324
0.0888,0.2114,0.9113
0.0890,0.2215,0.9547
0.0892,0.2285,0.9829
0.0894,0.2762,1.1883
0.0896,0.3883,1.6637
0.0898,0.5666,2.4317
0.0900,0.4951,2.116
0.0902,0.6642,2.8507
0.0904,0.4682,2.0059
0.0906,0.5109,2.1959
0.0908,0.4021,1.7308
0.0910,0.4344,1.8688
0.0912,0.37,1.5917
0.0914,0.4144,1.786
0.0916,0.3869,1.6653
0.0918,0.4459,1.9165
0.0920,0.5078,2.1836
0.0922,0.458,1.9649
0.0924,0.5078,2.1825
0.0926,0.447,1.9167
0.0928,0.5321,2.284
0.0930,0.4656,1.9983
0.0932,0.5097,2.1877
0.0934,0.4761,2.0436
0.0936,0.5007,2.1501
0.0938,0.4507,1.9327
0.0940,0.5136,2.2032
0.0942,0.6012,2.5721
0.0944,0.6546,2.8082
0.0946,0.4815,2.0687
0.0948,0.4063,1.7473
0.0950,0.3377,1.4543
0.0952,0.331,1.4247
0.0954,0.3371,1.4504
0.0956,0.3353,1.4419
0.0958,0.4216,1.8136
0.0960,0.3443,1.4813
0.0962,0.3337,1.4367
0.0964,0.3206,1.3792
0.0966,0.3676,1.5792
0.0968,0.4201,1.8066
0.0970,0.4243,1.8229
0.0972,0.4238,1.8217
0.0974,0.4151,1.7849
0.0976,0.4061,1.7454
0.0978,0.4155,1.7864
0.0980,0.4151,1.7841
0.0982,0.4229,1.8184
0.0984,0.3972,1.7096
0.0986,0.3431,1.4775
0.0988,0.3269,1.4091
0.0990,0.3163,1.3612
0.0992,0.3897,1.6763
0.0994,0.4363,1.8736
0.0996,0.4659,2.0026
0.0998,0.4749,2.0403
0.1000,0.4361,1.8778
0.1002,0.3325,1.4289
0.1004,0.4351,1.8702
0.1006,0.3931,1.6905
0.1008,0.4065,1.7461
0.1010,0.4294,1.8437
0.1012,0.4458,1.9187
0.1014,0.3351,1.4423
0.1016,0.323,1.3901
0.1018,0.3229,1.3896
0.1020,0.3218,1.385
0.1022,0.3135,1.3493
0.1024,0.3189,1.3732
0.1026,0.3108,1.3375
0.1028,0.353,1.5178
0.1030,0.3999,1.7202
0.1032,0.3329,1.4323
0.1034,0.3483,1.4976
0.1036,0.3543,1.5241
0.1038,0.3567,1.5345
0.1040,0.3321,1.4313
0.1042,0.2774,1.194
0.1044,0.3045,1.3118
0.1046,0.2335,1.0069
0.1048,0.2182,0.9407
0.1050,0.2166,0.9336
0.1052,0.2202,0.9491
0.1054,0.2142,0.9224
0.1056,0.2242,0.9661
0.1058,0.2473,1.0649
0.1060,0.3347,1.432
0.1062,0.6442,2.7609
0.1064,0.5416,2.3182
0.1066,0.6544,2.8085
0.1068,0.477,2.0501
0.1070,0.5052,2.1702
0.1072,0.4466,1.9214
0.1074,0.4114,1.7714
0.1076,0.3885,1.6712
0.1078,0.3827,1.648
0.1080,0.3915,1.6841
0.1082,0.3972,1.7104
0.1084,0.414,1.7778
0.1086,0.5259,2.253
0.1088,0.5446,2.3397
0.1090,0.4574,1.9615
0.1092,0.5473,2.3477
0.1094,0.4833,2.0764
0.1096,0.5278,2.2676
0.1098,0.4797,2.061
0.1100,0.4848,2.0816
0.1102,0.4568,1.9616
0.1104,0.4837,2.0789
0.1106,0.5095,2.1847
0.1108,0.6125,2.6313
0.1110,0.465,2.0022
0.1112,0.3472,1.4951
0.1114,0.3177,1.368
0.1116,0.3136,1.3505
0.1118,0.3273,1.4094
0.1120,0.3385,1.4581
0.1122,0.3477,1.4944
0.1124,0.4234,1.823
0.1126,0.3359,1.4472
0.1128,0.38,1.6353
0.1130,0.3698,1.5907
0.1132,0.3982,1.7122
0.1134,0.4104,1.7648
0.1136,0.4119,1.7718
0.1138,0.4044,1.7398
0.1140,0.3977,1.7109
0.1142,0.3959,1.7032
0.1144,0.4009,1.7232
0.1146,0.4715,2.0254
0.1148,0.4256,1.8328
0.1150,0.3453,1.4861
0.1152,0.3297,1.4177
0.1154,0.3925,1.6879
0.1156,0.3575,1.5381
0.1158,0.39,1.6787
0.1160,0.338,1.456
0.1162,0.3167,1.3645
0.1164,0.3106,1.3388
0.1166,0.3067,1.3211
0.1168,0.3265,1.4051
0.1170,0.3928,1.6898
0.1172,0.4164,1.7897
0.1174,0.42,1.806
0.1176,0.4194,1.8043
0.1178,0.4173,1.795
0.1180,0.3869,1.6676
0.1182,0.3381,1.4558
0.1184,0.3351,1.4436
0.1186,0.3316,1.428
0.1188,0.3267,1.4074
0.1190,0.3236,1.394
0.1192,0.31,1.335
0.1194,0.3074,1.3236
0.1196,0.3191,1.3742
0.1198,0.3183,1.3706
0.1200,0.3519,1.5145
0.1202,0.3605,1.5517
0.1204,0.3615,1.5558
0.1206,0.3326,1.4321
0.1208,0.3081,1.3255
0.1210,0.2886,1.2431
0.1212,0.2332,1.0049
0.1214,0.2234,0.9626
0.1216,0.2194,0.9459
0.1218,0.2155,0.9293
0.1220,0.2081,0.8969
0.1222,0.2166,0.9336
0.1224,0.2363,1.0174
0.1226,0.3141,1.3463
0.1228,0.5882,2.5232
0.1230,0.5128,2.2001
0.1232,0.6521,2.7922
0.1234,0.6047,2.5978
0.1236,0.5241,2.2537
0.1238,0.4556,1.9629
0.1240,0.3635,1.5639
0.1242,0.3723,1.6038
0.1244,0.3442,1.4815
0.1246,0.3716,1.5999
0.1248,0.3681,1.5864
0.1250,0.4024,1.7286
0.1252,0.5211,2.2356
0.1254,0.5563,2.3919
0.1256,0.4597,1.9731
0.1258,0.5697,2.4451
0.1260,0.4886,2.0981
0.1262,0.5873,2.5184
0.1264,0.595,2.5537
