Time (s),Main Avg Current (A),Main Avg Power (W)
0.0016,0.6878,2.9575
0.0018,0.7477,3.2134
0.0020,0.721,3.0975
0.0022,0.8032,3.4457
0.0024,0.8154,3.5128
0.0026,0.5782,2.4896
0.0028,0.5531,2.3838
0.0030,0.5828,2.5144
0.0032,0.544,2.3467
0.0034,0.5403,2.3263
0.0036,0.6361,2.7327
0.0038,0.6788,2.9256
0.0040,0.5597,2.4134
0.0042,0.5375,2.3177
0.0044,0.5315,2.2908
0.0046,0.5938,2.5555
0.0048,0.6342,2.732
0.0050,0.5257,2.2681
0.0052,0.5166,2.2287
0.0054,0.5128,2.2101
0.0056,0.5357,2.3078
0.0058,0.5936,2.5538
0.0060,0.6441,2.7736
0.0062,0.5952,2.5593
0.0064,0.653,2.8106
0.0066,0.6335,2.7264
0.0068,0.6029,2.5996
0.0070,0.5615,2.4234
0.0072,0.5057,2.1796
0.0074,0.5061,2.1812
0.0076,0.5289,2.2794
0.0078,0.5135,2.2132
0.0080,0.5084,2.192
0.0082,0.5209,2.2474
0.0084,0.5442,2.3456
0.0086,0.5343,2.3027
0.0088,0.5153,2.222
0.0090,0.5211,2.2458
0.0092,0.5206,2.2416
0.0094,0.549,2.3651
0.0096,0.4904,2.1174
0.0098,0.4214,1.8187
0.0100,0.4701,2.0233
0.0102,0.5749,2.4779
0.0104,0.5268,2.2727
0.0106,0.4923,2.1237
0.0108,0.4886,2.1067
0.0110,0.4875,2.101
0.0112,0.5261,2.2675
0.0114,0.4972,2.1439
0.0116,0.4869,2.0975
0.0118,0.4868,2.0999
0.0120,0.4808,2.0721
0.0122,0.5229,2.2556
0.0124,0.4872,2.101
0.0126,0.4859,2.0933
0.0128,0.4931,2.1263
0.0130,0.5244,2.2561
0.0132,0.5797,2.494
0.0134,0.5964,2.5657
0.0136,0.6507,2.7994
0.0138,0.6835,2.9403
0.0140,0.6666,2.8689
0.0142,0.6437,2.7664
0.0144,0.6916,2.9754
0.0146,0.692,2.9714
0.0148,0.7159,3.0754
0.0150,0.6789,2.9221
0.0152,0.5928,2.5538
0.0154,0.5869,2.5261
0.0156,0.6796,2.9184
0.0158,0.7353,3.1574
0.0160,0.8118,3.4795
0.0162,0.8713,3.7362
0.0164,0.8397,3.6021
0.0166,0.8254,3.5392
0.0168,0.8903,3.8139
0.0170,0.9959,4.2627
0.0172,0.9931,4.2503
0.0174,0.9872,4.2212
0.0176,1.0865,4.6416
0.0178,1.1286,4.8214
0.0180,1.1325,4.8424
0.0182,1.116,4.7766
0.0184,1.0718,4.5893
0.0186,1.0112,4.3299
0.0188,0.991,4.2476
0.0190,0.9129,3.9165
0.0192,0.9425,4.0337
0.0194,0.9778,4.1949
0.0196,0.9433,4.0448
0.0198,0.944,4.046
0.0200,0.9734,4.1681
0.0202,1.0024,4.2924
0.0204,1.0011,4.2927
0.0206,0.885,3.8019
0.0208,0.8321,3.573
0.0210,0.8212,3.5294
0.0212,0.8022,3.4431
0.0214,0.8565,3.6815
0.0216,0.8069,3.468
0.0218,0.8153,3.4976
0.0220,0.8456,3.6328
0.0222,0.7806,3.3504
0.0224,0.8055,3.4586
0.0226,0.7816,3.3608
0.0228,0.7775,3.3464
0.0230,0.7023,3.0213
0.0232,0.7065,3.0408
0.0234,0.6934,2.9859
0.0236,0.6712,2.8903
0.0238,0.6584,2.8351
0.0240,0.6423,2.7633
0.0242,0.7043,3.0272
0.0244,0.7523,3.2334
0.0246,0.7969,3.4284
0.0248,0.7521,3.2339
0.0250,0.7479,3.2144
0.0252,0.7599,3.2659
0.0254,0.7669,3.2979
0.0256,0.7066,3.0413
0.0258,0.7302,3.143
0.0260,0.7084,3.049
0.0262,0.6604,2.8452
0.0264,0.5983,2.5799
0.0266,0.6333,2.7246
0.0268,0.7224,3.1036
0.0270,0.7466,3.2102
0.0272,0.6646,2.8632
0.0274,0.587,2.5313
0.0276,0.5847,2.5203
0.0278,0.5808,2.502
0.0280,0.5782,2.4907
0.0282,0.5887,2.5385
0.0284,0.5617,2.4221
0.0286,0.5031,2.1722
0.0288,0.4883,2.1075
0.0290,0.5173,2.2297
0.0292,0.5629,2.4273
0.0294,0.5561,2.3978
0.0296,0.5533,2.3848
0.0298,0.5551,2.3915
0.0300,0.5993,2.5816
0.0302,0.6358,2.7392
0.0304,0.6096,2.6285
0.0306,0.545,2.3491
0.0308,0.5281,2.2784
0.0310,0.5224,2.2535
0.0312,0.5229,2.2545
0.0314,0.5827,2.508
0.0316,0.6324,2.723
0.0318,0.6397,2.7532
0.0320,0.6086,2.6219
0.0322,0.5435,2.3435
0.0324,0.5346,2.3052
0.0326,0.5477,2.3605
0.0328,0.5919,2.5465
0.0330,0.6909,2.9723
0.0332,0.7238,3.1108
0.0334,0.7568,3.248
0.0336,0.8038,3.4562
0.0338,0.7065,3.0408
0.0340,0.6469,2.7842
0.0342,0.6422,2.7653
0.0344,0.6627,2.8483
0.0346,0.7735,3.3216
0.0348,0.8669,3.7223
0.0350,0.8268,3.5503
0.0352,0.8292,3.5589
0.0354,0.8208,3.5245
0.0356,0.7953,3.418
0.0358,0.7605,3.2685
0.0360,0.7323,3.1488
0.0362,0.7216,3.1058
0.0364,0.7057,3.0357
0.0366,0.7163,3.0745
0.0368,0.8383,3.5981
0.0370,0.8348,3.5848
0.0372,0.805,3.4566
0.0374,0.7999,3.4381
0.0376,0.8108,3.485
0.0378,0.8076,3.4695
0.0380,0.7194,3.0979
0.0382,0.6598,2.8399
0.0384,0.7324,3.1435
0.0386,0.8153,3.4992
0.0388,0.8159,3.5034
0.0390,0.8047,3.4571
0.0392,0.857,3.6801
0.0394,0.8613,3.7038
0.0396,0.7126,3.0699
0.0398,0.6223,2.6783
0.0400,0.691,2.97
0.0402,0.7758,3.3345
0.0404,0.7645,3.2891
0.0406,0.6645,2.8614
0.0408,0.6121,2.6369
0.0410,0.6113,2.6357
0.0412,0.5785,2.4922
0.0414,0.5825,2.5081
0.0416,0.6451,2.7751
0.0418,0.6837,2.9413
0.0420,0.6526,2.8103
0.0422,0.5955,2.5668
0.0424,0.6087,2.6237
0.0426,0.6366,2.7423
0.0428,0.5169,2.2318
0.0430,0.4442,1.9153
0.0432,0.5188,2.2338
