Time (s),Main Avg Current (A),Main Avg Power (W)
0.0000,1.1864,5.1111
0.0002,1.1811,5.0884
0.0004,1.1929,5.1342
0.0006,1.1799,5.0879
0.0008,1.1538,4.9637
0.0010,1.2002,5.1681
0.0012,1.2064,5.1998
0.0014,1.0913,4.7145
0.0016,0.9878,4.2674
0.0018,1.0103,4.3626
0.0020,0.9325,4.0303
0.0022,0.9315,4.0243
0.0024,0.9344,4.0311
0.0026,1.0162,4.388
0.0028,0.9808,4.2333
0.0030,0.9859,4.253
0.0032,1.0117,4.3683
0.0034,1.0262,4.4289
0.0036,0.9889,4.266
0.0038,1.0076,4.3467
0.0040,1.0888,4.6926
0.0042,1.0601,4.5712
0.0044,1.0877,4.6879
0.0046,1.0654,4.6046
0.0048,0.9494,4.1015
0.0050,0.948,4.0934
0.0052,0.9625,4.1522
0.0054,1.0125,4.3679
0.0056,1.0246,4.4119
0.0058,1.095,4.7216
0.0060,1.1159,4.8116
0.0062,1.1072,4.7699
0.0064,1.0836,4.6703
0.0066,1.0928,4.708
0.0068,1.0714,4.6155
0.0070,1.0798,4.6516
0.0072,1.0993,4.738
0.0074,1.1217,4.828
0.0076,1.1292,4.869
0.0078,1.0967,4.7223
0.0080,1.128,4.8571
0.0082,1.1247,4.8476
0.0084,1.1026,4.7476
0.0086,1.1032,4.7502
0.0088,1.0976,4.7286
0.0090,1.1189,4.8223
0.0092,1.099,4.7365
0.0094,1.0992,4.7397
0.0096,1.1026,4.7476
0.0098,1.1382,4.901
0.0100,1.1529,4.9645
0.0102,1.156,4.9802
0.0104,1.1255,4.8462
0.0106,1.1424,4.919
0.0108,1.171,5.0424
0.0110,1.1504,4.9559
0.0112,1.1366,4.892
0.0114,1.1418,4.9119
0.0116,1.161,4.9898
0.0118,1.254,5.3897
0.0120,1.2641,5.4406
0.0122,1.1924,5.1296
0.0124,1.2036,5.1757
0.0126,1.2032,5.176
0.0128,1.1906,5.1171
0.0130,1.211,5.212
0.0132,1.1678,5.0285
0.0134,1.1033,4.7529
0.0136,1.0744,4.6348
0.0138,1.0661,4.5927
0.0140,1.1394,4.9061
0.0142,1.1755,5.0569
0.0144,1.2575,5.3971
0.0146,1.3007,5.5902
0.0148,1.279,5.4944
0.0150,1.2535,5.3952
0.0152,1.1921,5.1286
0.0154,1.2532,5.3912
0.0156,1.2159,5.2258
0.0158,1.2393,5.3263
0.0160,1.2646,5.4351
0.0162,1.2108,5.209
0.0164,1.2225,5.2591
0.0166,1.2483,5.3725
0.0168,1.2242,5.2688
0.0170,1.2575,5.3971
0.0172,1.2956,5.5738
0.0174,1.2588,5.4154
0.0176,1.2445,5.3465
0.0178,1.2467,5.3658
0.0180,1.2595,5.4109
0.0182,1.2529,5.3901
0.0184,1.2364,5.3214
0.0186,1.2233,5.2602
0.0188,1.2114,5.2068
0.0190,1.2481,5.3695
0.0192,1.227,5.2762
0.0194,1.2318,5.2993
0.0196,1.2457,5.3567
0.0198,1.2792,5.4929
0.0200,1.3528,5.8117
0.0202,1.3187,5.6649
0.0204,1.3282,5.7088
0.0206,1.2949,5.5707
0.0208,1.2897,5.5433
0.0210,1.3172,5.6587
0.0212,1.3164,5.6604
0.0214,1.3095,5.6205
0.0216,1.3673,5.8741
0.0218,1.3111,5.6351
0.0220,1.3218,5.681
0.0222,1.3335,5.7341
0.0224,1.3032,5.6063
0.0226,1.2791,5.4975
0.0228,1.2647,5.4356
0.0230,1.2886,5.5408
0.0232,1.2883,5.5372
0.0234,1.2664,5.453
0.0236,1.1655,5.014
0.0238,1.1527,4.9704
0.0240,1.0865,4.6871
0.0242,1.0775,4.6461
0.0244,1.0735,4.6269
0.0246,1.0659,4.596
0.0248,1.0704,4.6156
0.0250,1.0951,4.7178
0.0252,1.0877,4.6901
0.0254,1.0822,4.662
0.0256,1.1389,4.9086
0.0258,1.1764,5.0657
0.0260,1.1823,5.091
0.0262,1.1123,4.7916
0.0264,1.1211,4.8299
0.0266,1.11,4.784
0.0268,1.1002,4.7439
0.0270,1.1215,4.8292
0.0272,1.1148,4.8025
0.0274,1.11,4.7796
0.0276,1.1576,4.9846
0.0278,1.1068,4.7679
0.0280,1.0961,4.7285
0.0282,1.0509,4.5313
0.0284,1.1112,4.787
0.0286,1.1403,4.9125
0.0288,1.1824,5.0797
0.0290,1.257,5.4077
0.0292,1.2505,5.3748
0.0294,1.2192,5.2476
0.0296,1.1763,5.0722
0.0298,1.1432,4.9272
0.0300,1.1564,4.9794
0.0302,1.1499,4.9562
0.0304,1.137,4.8981
0.0306,1.1367,4.897
0.0308,1.1097,4.7808
0.0310,1.1257,4.845
0.0312,1.1409,4.9174
0.0314,1.1412,4.9207
0.0316,1.0767,4.6404
0.0318,1.0641,4.5882
0.0320,1.0915,4.7045
0.0322,1.1071,4.7628
0.0324,1.1297,4.8666
0.0326,1.1437,4.927
0.0328,1.1336,4.8813
0.0330,1.1443,4.9296
0.0332,1.1436,4.9242
0.0334,1.1395,4.9066
0.0336,1.1028,4.753
0.0338,1.0612,4.5716
0.0340,1.063,4.5836
0.0342,1.069,4.6051
0.0344,1.053,4.547
0.0346,0.9646,4.1711
0.0348,0.9002,3.8837
0.0350,0.9459,4.0864
0.0352,0.9127,3.9411
0.0354,1.012,4.3476
0.0356,1.3041,5.5895
0.0358,1.4825,6.3538
0.0360,1.4075,6.0439
0.0362,1.3498,5.7935
0.0364,1.3689,5.8753
0.0366,1.3372,5.7421
0.0368,1.3242,5.686
0.0370,1.3187,5.6623
0.0372,1.2809,5.5078
0.0374,1.278,5.4979
0.0376,1.2504,5.3768
0.0378,1.1871,5.1259
0.0380,0.9884,4.2639
0.0382,0.9989,4.3094
0.0384,0.9628,4.1556
0.0386,1.01,4.353
0.0388,1.0643,4.5871
0.0390,1.0734,4.6221
0.0392,1.1544,4.9661
0.0394,1.1485,4.9477
0.0396,1.1027,4.7525
0.0398,1.1117,4.7824
0.0400,1.1938,5.1358
0.0402,1.252,5.3835
0.0404,1.2206,5.2533
0.0406,1.1508,4.9644
0.0408,1.0659,4.5917
0.0410,1.0401,4.4827
0.0412,1.0337,4.4574
0.0414,1.0503,4.5224
0.0416,1.1106,4.7866
0.0418,1.0829,4.6716
0.0420,1.0716,4.6208
0.0422,1.0601,4.5669
0.0424,1.098,4.7302
0.0426,1.0832,4.671
0.0428,1.0413,4.4879
0.0430,1.0401,4.491
0.0432,1.0222,4.4078
0.0434,1.0154,4.3803
0.0436,0.9865,4.2537
0.0438,1.0503,4.5288
0.0440,1.0053,4.3369
0.0442,0.9823,4.2336
0.0444,1.0486,4.5215
0.0446,1.0078,4.3477
0.0448,1.006,4.342
0.0450,1.0144,4.3782
0.0452,0.951,4.1006
0.0454,1.0308,4.4429
0.0456,1.0443,4.4925
0.0458,1.177,5.0588
0.0460,1.2178,5.2365
0.0462,1.2493,5.3621
0.0464,1.3016,5.5944
0.0466,1.287,5.5263
0.0468,1.2656,5.4423
0.0470,1.2677,5.4561
0.0472,1.1496,4.9477
0.0474,1.1797,5.0749
0.0476,1.2375,5.3161
0.0478,1.2544,5.3938
0.0480,1.2111,5.2125
0.0482,1.1655,5.014
0.0484,1.1699,5.0355
0.0486,1.19,5.1169
0.0488,1.1839,5.093
0.0490,1.2469,5.3593
0.0492,1.3173,5.6619
0.0494,1.2556,5.3964
0.0496,1.2507,5.3778
0.0498,1.2144,5.2197
0.0500,1.1953,5.1491
0.0502,1.1038,4.7594
0.0504,1.1053,4.7595
0.0506,1.1502,4.9457
0.0508,1.2433,5.3464
0.0510,1.2146,5.2177
0.0512,1.304,5.5969
0.0514,1.3336,5.732
0.0516,1.2403,5.3384
0.0518,1.1948,5.1351
0.0520,1.243,5.3498
0.0522,1.1951,5.1438
0.0524,1.2343,5.32
0.0526,1.092,4.7043
0.0528,1.0169,4.3891
0.0530,0.9567,4.1312
0.0532,0.9858,4.2486
0.0534,0.9673,4.1729
0.0536,1.0012,4.3273
0.0538,0.9504,4.098
0.0540,1.0143,4.3716
0.0542,1.0439,4.4972
0.0544,1.0651,4.5929
0.0546,1.0202,4.401
0.0548,1.0149,4.3782
0.0550,1.0617,4.5779
0.0552,1.0264,4.4279
0.0554,1.0069,4.3395
0.0556,1.0394,4.4734
0.0558,1.0666,4.5948
0.0560,1.0848,4.6777
0.0562,1.0523,4.5354
0.0564,1.036,4.4693
0.0566,1.0216,4.4052
0.0568,1.0046,4.3317
0.0570,0.9881,4.2629
0.0572,1.0103,4.3525
0.0574,1.0601,4.5669
0.0576,1.0419,4.4905
0.0578,1.0424,4.4946
0.0580,1.0619,4.5725
0.0582,1.1231,4.8314
0.0584,1.1474,4.9384
0.0586,1.1313,4.8693
0.0588,1.1564,4.9748
0.0590,1.1655,5.0164
0.0592,1.131,4.8745
0.0594,1.1215,4.8292
0.0596,1.1222,4.8278
0.0598,1.1216,4.8275
0.0600,1.1508,4.9506
0.0602,1.181,5.0806
0.0604,1.1379,4.8976
0.0606,1.1569,4.9792
0.0608,1.1911,5.1239
0.0610,1.1812,5.0816
0.0612,1.1636,5.0081
0.0614,1.1699,5.0308
0.0616,1.1548,4.975
0.0618,1.1094,4.777
0.0620,1.1225,4.8311
0.0622,1.1038,4.7572
0.0624,1.107,4.7711
0.0626,1.0536,4.5453
0.0628,1.009,4.3529
0.0630,0.9766,4.2113
0.0632,0.9705,4.1868
0.0634,0.9692,4.1811
0.0636,0.9657,4.1642
0.0638,0.9781,4.2194
0.0640,1.0346,4.4548
0.0642,1.1046,4.7608
0.0644,1.0371,4.4698
0.0646,1.0385,4.4698
0.0648,1.2845,5.4975
0.0650,1.5491,6.6272
0.0652,1.5884,6.7981
0.0654,1.5815,6.7562
0.0656,1.6301,6.9768
0.0658,1.6227,6.9385
0.0660,1.6659,7.1202
0.0662,1.6111,6.8924
0.0664,1.5578,6.6673
0.0666,1.5343,6.5728
0.0668,1.5569,6.6637
0.0670,1.5768,6.7583
0.0672,1.3585,5.8468
0.0674,1.2023,5.1748
0.0676,1.1538,4.9727
0.0678,1.0132,4.3811
0.0680,0.8644,3.7359
0.0682,0.84,3.634
0.0684,0.8481,3.6705
0.0686,0.8374,3.6193
0.0688,0.856,3.6996
0.0690,0.8516,3.6821
0.0692,0.797,3.4478
0.0694,0.8049,3.4772
0.0696,0.8259,3.5728
0.0698,0.8808,3.8069
0.0700,0.9046,3.9023
0.0702,0.9344,4.033
0.0704,0.9716,4.1876
0.0706,1.1151,4.7973
0.0708,1.1113,4.7831
0.0710,1.1141,4.7972
0.0712,1.1014,4.7424
0.0714,1.1069,4.7684
0.0716,1.1313,4.876
0.0718,1.1113,4.7808
0.0720,1.1545,4.9643
0.0722,1.2556,5.3939
0.0724,1.3052,5.5994
0.0726,1.3464,5.7759
0.0728,1.3866,5.9543
0.0730,1.3878,5.9511
0.0732,1.3796,5.9211
0.0734,1.3418,5.767
0.0736,1.2631,5.4264
0.0738,1.279,5.497
0.0740,1.2773,5.4897
0.0742,1.2782,5.4888
0.0744,1.273,5.4737
0.0746,1.2816,5.5057
0.0748,1.3147,5.6479
0.0750,1.2493,5.3746
0.0752,1.245,5.3486
0.0754,1.2539,5.3917
0.0756,1.2671,5.4485
0.0758,1.2254,5.2641
0.0760,1.2584,5.4139
0.0762,1.2238,5.2648
0.0764,1.2117,5.2102
0.0766,1.192,5.1233
0.0768,1.2218,5.256
0.0770,1.2473,5.3609
0.0772,1.2254,5.2862
0.0774,1.0577,4.5629
0.0776,1.0198,4.3954
0.0778,1.0214,4.4041
0.0780,1.026,4.4263
0.0782,1.0362,4.462
0.0784,1.1095,4.7798
0.0786,1.1386,4.9007
0.0788,1.158,4.9862
0.0790,1.1592,4.9913
0.0792,1.1649,5.0138
